"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Jones T.G.; Downes G.M.; Watt M.S.; Kimberley M.O.; Culvenor D.S.; Ottenschlaeger M.; Estcourt G.; Xue J.","Jones, Trevor G. (7404294019); Downes, Geoffrey M. (7003949241); Watt, Michael S. (7007165377); Kimberley, Mark O. (7006789679); Culvenor, Darius S. (6603492209); Ottenschlaeger, Maria (21733710700); Estcourt, George (18634058100); Xue, Jianming (55111922500)","7404294019; 7003949241; 7007165377; 7006789679; 6603492209; 21733710700; 18634058100; 55111922500","Effect of stem bending and soil moisture on the incidence of resin pockets in radiata pine","2013","New Zealand Journal of Forestry Science","43","","","1","14","13","6","10.1186/1179-5395-43-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891465005&doi=10.1186%2f1179-5395-43-10&partnerID=40&md5=498743a4c21cd627f6aab507c82e8c46","Article","Final","","Scopus","2-s2.0-84891465005"
"Dubé S.; Berch S.","Dubé, Stéphane (36767766000); Berch, Shannon (6701815399)","36767766000; 6701815399","Monitoring soil disturbance on salvaged areas within the mountain pine beetle infestation using digital imagery","2013","Journal of Applied Remote Sensing","7","1","13025","","","","0","10.1117/1.JRS.7.073541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887415770&doi=10.1117%2f1.JRS.7.073541&partnerID=40&md5=c453ad036b377bf30262a739132c363c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84887415770"
"Scott R.E.; Neyland M.G.; McElwee D.J.; Baker S.C.","Scott, Robyn E. (55197244700); Neyland, Mark G. (55969451400); McElwee, David J. (55197273800); Baker, Susan C. (7403307606)","55197244700; 55969451400; 55197273800; 7403307606","Burning outcomes following aggregated retention harvesting in old-growth wet eucalypt forests","2012","Forest Ecology and Management","276","","","165","173","8","21","10.1016/j.foreco.2012.03.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860223865&doi=10.1016%2fj.foreco.2012.03.026&partnerID=40&md5=7f450ed541a4e22c6960db9e9eabc1db","Article","Final","","Scopus","2-s2.0-84860223865"
"Zhang J.; Xu W.; Li K.; Xie Q.; Luo W.","Zhang, Jianqiang (55972770100); Xu, Wenlai (36496313800); Li, Kaijun (55489043400); Xie, Qiang (55489029100); Luo, Wei (55488435900)","55972770100; 36496313800; 55489043400; 55489029100; 55488435900","Analysis on forestry-paper integration of raw material forest base of posterior ecological impact assessment","2012","Applied Mechanics and Materials","209-211","","","1242","1244","2","0","10.4028/www.scientific.net/AMM.209-211.1242","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869464049&doi=10.4028%2fwww.scientific.net%2fAMM.209-211.1242&partnerID=40&md5=a06603b13cec74caf258ed25efde53b2","Conference paper","Final","","Scopus","2-s2.0-84869464049"
"Coops N.C.; Waring R.H.; Hilker T.","Coops, Nicholas C. (54790508000); Waring, Richard H. (7102650724); Hilker, Thomas (15841308100)","54790508000; 7102650724; 15841308100","Prediction of soil properties using a process-based forest growth model to match satellite-derived estimates of leaf area index","2012","Remote Sensing of Environment","126","","","160","173","13","39","10.1016/j.rse.2012.08.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865853534&doi=10.1016%2fj.rse.2012.08.024&partnerID=40&md5=58a237bce72d0243ffeccff3204ab23a","Article","Final","","Scopus","2-s2.0-84865853534"
"Bourgeau-Chavez L.L.; Leblon B.; Charbonneau F.; Buckley J.R.","Bourgeau-Chavez, Laura L. (57203110153); Leblon, Brigitte (6701736763); Charbonneau, Francois (35423306400); Buckley, Joseph R. (7402711645)","57203110153; 6701736763; 35423306400; 7402711645","Assessment of polarimetric SAR data for discrimination between wet versus dry soil moisture conditions","2013","International Journal of Remote Sensing","34","16","","5709","5730","21","15","10.1080/01431161.2013.796096","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879034566&doi=10.1080%2f01431161.2013.796096&partnerID=40&md5=338d78da48766037a1dcc79fce051c48","Article","Final","","Scopus","2-s2.0-84879034566"
"Singh R.P.; Goroshi S.; Sharma N.K.; Bairagi G.D.; Sharma R.; Jalil P.; Jain A.; Sonakia A.; Parihar J.S.","Singh, R.P. (57207895917); Goroshi, Sheshakumar (38662492400); Sharma, N.K. (57209914922); Bairagi, G.D. (6508223449); Sharma, R. (57704177100); Jalil, P. (56543718600); Jain, Avinash (7404460178); Sonakia, Ajit (57212747028); Parihar, J.S. (6701619700)","57207895917; 38662492400; 57209914922; 6508223449; 57704177100; 56543718600; 7404460178; 57212747028; 6701619700","Remote sensing based biophysical characterization of tropical deciduous forest in central India","2012","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","38","8W20","","145","149","4","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924358156&partnerID=40&md5=4faee57a35d20782cf1f0289a04f8739","Conference paper","Final","","Scopus","2-s2.0-84924358156"
"Adelabu S.; Mutanga O.; Adam E.; Cho M.A.","Adelabu, Samuel (55746695200); Mutanga, Onisimo (55912148400); Adam, Elhadi (26634804400); Cho, Moses Azong (57203276945)","55746695200; 55912148400; 26634804400; 57203276945","Exploiting machine learning algorithms for tree species classification in a semiarid woodland using RapidEye image","2013","Journal of Applied Remote Sensing","7","1","073480","","","","89","10.1117/1.JRS.7.073480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890064392&doi=10.1117%2f1.JRS.7.073480&partnerID=40&md5=a97ed4cb0fbf077f5307f9c488cada6b","Article","Final","","Scopus","2-s2.0-84890064392"
"Seppänen J.; Kainulainen J.; Hallikainen M.","Seppänen, Jaakko (36504922200); Kainulainen, Juha (57190438629); Hallikainen, Martti (35579880600)","36504922200; 57190438629; 35579880600","Moisture retrievals of boreal forest soil using HUT-2D synthetic aperture radiometer","2012","International Geoscience and Remote Sensing Symposium (IGARSS)","","","6351326","1220","1222","2","2","10.1109/IGARSS.2012.6351326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873185492&doi=10.1109%2fIGARSS.2012.6351326&partnerID=40&md5=c56e0ecbd765e3e8d880a2f16df3c6a1","Conference paper","Final","","Scopus","2-s2.0-84873185492"
"Cooke W.; Mostovoy G.; Anantharaj V.; Jolly W.","Cooke, William (14018953200); Mostovoy, Georgy (13609311400); Anantharaj, Valentine (8278450900); Jolly, W. (7003430150)","14018953200; 13609311400; 8278450900; 7003430150","Wildfire potential mapping over the State of Mississippi: A land surface modeling approach","2012","GIScience and Remote Sensing","49","4","","492","509","17","17","10.2747/1548-1603.49.4.492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864612319&doi=10.2747%2f1548-1603.49.4.492&partnerID=40&md5=35729e2410d81c45175264fd1a6a32b9","Article","Final","","Scopus","2-s2.0-84864612319"
"Delenne C.; Bailly J.-S.; Deshayes M.","Delenne, Carole (25222360500); Bailly, Jean-Stéphane (7004462072); Deshayes, Michel (56024933500)","25222360500; 7004462072; 56024933500","Testing the relevance of daily MODIS data to monitor mediterranean shrubland canopy water content with temporal cross-correlation analyses","2013","International Journal of Agricultural and Environmental Information Systems","4","1","","1","19","18","3","10.4018/jaeis.2013010101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880541503&doi=10.4018%2fjaeis.2013010101&partnerID=40&md5=f0ae546e7e9311b28f5f06197ca7c15e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84880541503"
"Kazar S.A.; Warner T.A.","Kazar, Sheila A. (56310378800); Warner, Timothy A. (7201772493)","56310378800; 7201772493","Assessment of carbon storage and biomass on minelands reclaimed to grassland environments using Landsat spectral indices","2013","Journal of Applied Remote Sensing","7","1","11237","","","","19","10.1117/1.JRS.7.073583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893853746&doi=10.1117%2f1.JRS.7.073583&partnerID=40&md5=fdb5805482d7876a561dca2cb3db5db0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84893853746"
"Peterman W.; Waring R.H.; Seager T.; Pollock W.L.","Peterman, Wendy (53464083300); Waring, Richard H. (7102650724); Seager, Trent (55248244400); Pollock, William L. (55248408600)","53464083300; 7102650724; 55248244400; 55248408600","Soil properties affect pinyon pine - juniper response to drought","2013","Ecohydrology","6","3","","455","463","8","45","10.1002/eco.1284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879414746&doi=10.1002%2feco.1284&partnerID=40&md5=6584e7e56ef3d3b8383f65e4a805cc37","Article","Final","","Scopus","2-s2.0-84879414746"
"Linder H.P.; Bykova O.; Dyke J.; Etienne R.S.; Hickler T.; Kühn I.; Marion G.; Ohlemüller R.; Schymanski S.J.; Singer A.","Linder, Peter H. (16022167400); Bykova, Olga (55337889800); Dyke, James (36117500900); Etienne, Rampal S. (7007068615); Hickler, Thomas (6507952158); Kühn, Ingolf (7005445011); Marion, Glenn (7004424646); Ohlemüller, Ralf (12789049900); Schymanski, Stanislaus J. (57203698383); Singer, Alexander (24339423300)","16022167400; 55337889800; 36117500900; 7007068615; 6507952158; 7005445011; 7004424646; 12789049900; 57203698383; 24339423300","Biotic modifiers, environmental modulation and species distribution models","2012","Journal of Biogeography","39","12","","2179","2190","11","53","10.1111/j.1365-2699.2012.02705.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869882469&doi=10.1111%2fj.1365-2699.2012.02705.x&partnerID=40&md5=e2c9bcd7ca0aa35f6f2d915c2987151a","Article","Final","","Scopus","2-s2.0-84869882469"
"Sankey J.B.; Wallace C.S.A.; Ravi S.","Sankey, Joel B. (23978913900); Wallace, Cynthia S.A. (8540125000); Ravi, Sujith (10239064200)","23978913900; 8540125000; 10239064200","Phenology-based, remote sensing of post-burn disturbance windows in rangelands","2013","Ecological Indicators","30","","","35","44","9","25","10.1016/j.ecolind.2013.02.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875143994&doi=10.1016%2fj.ecolind.2013.02.004&partnerID=40&md5=b85012bb916a89acf1ba6c37d67b0758","Article","Final","","Scopus","2-s2.0-84875143994"
"Hancock G.R.; Evans K.G.; Mcdonnell J.; Hopp L.","Hancock, G.R. (7102177029); Evans, K.G. (7402215264); Mcdonnell, J. (7101838542); Hopp, L. (24758934400)","7102177029; 7402215264; 7101838542; 24758934400","Ecohydrological controls on soil erosion and landscape evolution","2012","Ecohydrology","5","4","","478","490","12","15","10.1002/eco.241","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865361371&doi=10.1002%2feco.241&partnerID=40&md5=0e6c2b0831bed3c3d065646278a7cf2b","Article","Final","","Scopus","2-s2.0-84865361371"
"Mironov V.L.; Fomin S.V.; Muzalevskiy K.V.; Sorokin A.V.; Mikhaylov M.I.","Mironov, V.L. (7202847547); Fomin, S.V. (36950495100); Muzalevskiy, K.V. (36722048800); Sorokin, A.V. (57220714164); Mikhaylov, M.I. (57225250629)","7202847547; 36950495100; 36722048800; 57220714164; 57225250629","The use of navigation satellites signals for determination the characteristics of the soil and forest canopy","2012","International Geoscience and Remote Sensing Symposium (IGARSS)","","","6351890","7527","7529","2","8","10.1109/IGARSS.2012.6351890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873140756&doi=10.1109%2fIGARSS.2012.6351890&partnerID=40&md5=302b9e229b2b2185b539ed4bd00e9c79","Conference paper","Final","","Scopus","2-s2.0-84873140756"
"Niedzialek J.M.; Ogden F.L.","Niedzialek, Justin M. (6505990094); Ogden, Fred L. (7003950307)","6505990094; 7003950307","First-order catchment mass balance during the wet season in the Panama Canal Watershed","2012","Journal of Hydrology","462-463","","","77","86","9","18","10.1016/j.jhydrol.2010.07.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865566533&doi=10.1016%2fj.jhydrol.2010.07.044&partnerID=40&md5=04301693247a89d4da02cc6c45f46ccd","Article","Final","","Scopus","2-s2.0-84865566533"
"Deurer M.; Müller K.; Kim I.; Huh K.Y.; Young I.; Jun G.I.; Clothier B.E.","Deurer, M. (6602244559); Müller, K. (26868000000); Kim, I. (36812712600); Huh, K.Y. (36839401800); Young, I. (7402362413); Jun, G.I. (54391360500); Clothier, B.E. (7005430925)","6602244559; 26868000000; 36812712600; 36839401800; 7402362413; 54391360500; 7005430925","Can minor compaction increase soil carbon sequestration? A case study in a soil under a wheel-track in an orchard","2012","Geoderma","183-184","","","74","79","5","28","10.1016/j.geoderma.2012.02.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860588686&doi=10.1016%2fj.geoderma.2012.02.013&partnerID=40&md5=6ea0792f28f6a8fa88ff5539593b34eb","Article","Final","","Scopus","2-s2.0-84860588686"
"Ibrahim A.L.; Rosli A.Z.","Ibrahim, Ab Latif (7202978821); Rosli, Amirul Zamani (55790351700)","7202978821; 55790351700","Identification of suitable location for urban forestry using remote sensing and GIS technique","2012","33rd Asian Conference on Remote Sensing 2012, ACRS 2012","3","","","2701","2710","9","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880022460&partnerID=40&md5=0ea5a353623202c2583eda2db16563a7","Conference paper","Final","","Scopus","2-s2.0-84880022460"
"Yonemura S.; Yokozawa M.; Sakurai G.; Kishimoto-Mo A.W.; Lee N.; Murayama S.; Ishijima K.; Shirato Y.; Koizumi H.","Yonemura, Seiichiro (7007169142); Yokozawa, Masayuki (56158633200); Sakurai, Gen (53364173600); Kishimoto-Mo, Ayaka W. (55520414100); Lee, Nayeon (36896397800); Murayama, Shohei (7201616573); Ishijima, Kentaro (7004570080); Shirato, Yasuhito (6701784572); Koizumi, Hiroshi (35518799700)","7007169142; 56158633200; 53364173600; 55520414100; 36896397800; 7201616573; 7004570080; 6701784572; 35518799700","Vertical soil-air CO2 dynamics at the Takayama deciduous broadleaved forest AsiaFlux site","2013","Journal of Forest Research","18","1","","49","59","10","6","10.1007/s10310-012-0385-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873725773&doi=10.1007%2fs10310-012-0385-7&partnerID=40&md5=95e3537c57308471fb0e344024437816","Article","Final","","Scopus","2-s2.0-84873725773"
"Parresol B.R.; Blake J.I.; Thompson A.J.","Parresol, Bernard R. (6601933772); Blake, John I. (7201880757); Thompson, Andrew J. (55727148700)","6601933772; 7201880757; 55727148700","Effects of overstory composition and prescribed fire on fuel loading across a heterogeneous managed landscape in the southeastern USA","2012","Forest Ecology and Management","273","","","29","42","13","33","10.1016/j.foreco.2011.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859210072&doi=10.1016%2fj.foreco.2011.08.003&partnerID=40&md5=61b49a15578da5ddb26bc9fe6ed332c9","Article","Final","","Scopus","2-s2.0-84859210072"
"Méndez-Alonzo R.; Pineda-García F.; Paz H.; Rosell J.A.; Olson M.E.","Méndez-Alonzo, Rodrigo (26433767700); Pineda-García, Fernando (16687014500); Paz, Horacio (57204338954); Rosell, Julieta A. (14020443600); Olson, Mark E. (55995888700)","26433767700; 16687014500; 57204338954; 14020443600; 55995888700","Leaf phenology is associated with soil water availability and xylem traits in a tropical dry forest","2013","Trees - Structure and Function","27","3","","745","754","9","78","10.1007/s00468-012-0829-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877822831&doi=10.1007%2fs00468-012-0829-x&partnerID=40&md5=31ecad73f2738591f5f7ba701ee80afb","Article","Final","","Scopus","2-s2.0-84877822831"
"Jin Z.; Lei J.; Xu X.; Li S.; Zhang Z.; Peng H.; Zhong X.","Jin, Zhengzhong (35097528800); Lei, Jiaqiang (15769651800); Xu, Xinwen (15770485400); Li, Shengyu (54784667000); Zhang, Zhongliang (56068956700); Peng, Huiqing (55365183300); Zhong, Xianbin (57210507825)","35097528800; 15769651800; 15770485400; 54784667000; 56068956700; 55365183300; 57210507825","Correlations of soil nutrients, microbial mass and enzyme activity in the hinterland of the Taklimakan Desert, a case study","2012","2012 2nd International Conference on Remote Sensing, Environment and Transportation Engineering, RSETE 2012 - Proceedings","","","6260522","","","","1","10.1109/RSETE.2012.6260522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866653230&doi=10.1109%2fRSETE.2012.6260522&partnerID=40&md5=c765820fa0449cb00b55af2541560469","Conference paper","Final","","Scopus","2-s2.0-84866653230"
"Witt A.; Fürst C.; Frank S.; Koschke L.; Makeschin F.","Witt, Anke (55337370200); Fürst, Christine (55971391700); Frank, Susanne (7202570324); Koschke, Lars (35795701700); Makeschin, Franz (56218643000)","55337370200; 55971391700; 7202570324; 35795701700; 56218643000","Regionalisation of Climate Change sensitive forest development types for potential afforestation areas","2013","Journal of Environmental Management","127","","","S48","S55","7","8","10.1016/j.jenvman.2012.08.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881667019&doi=10.1016%2fj.jenvman.2012.08.007&partnerID=40&md5=2298068c337bdfb7f107484a5f73865e","Article","Final","","Scopus","2-s2.0-84881667019"
"Zhang P.Y.; Ren X.; Qin M.Z.; Chen L.; Li X.L.","Zhang, Peng Yan (55491604300); Ren, Xing (55994936800); Qin, Ming Zhou (16310356900); Chen, Long (55874417200); Li, Xiao Long (55995799400)","55491604300; 55994936800; 16310356900; 55874417200; 55995799400","Ecological protection and safety utilization of beaches based on the Xiaolangdi Reservoir flood control of the Yellow River lower reach: Kaifeng area as a case study","2013","Journal of Food, Agriculture and Environment","11","3-4","","2302","2308","6","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891959666&partnerID=40&md5=286323ab9348cd0069f4ab7bb6ed41cb","Article","Final","","Scopus","2-s2.0-84891959666"
"Lasanta T.; Vicente-Serrano S.M.","Lasanta, Teodoro (6603445114); Vicente-Serrano, Sergio M. (6603647965)","6603445114; 6603647965","Complex land cover change processes in semiarid Mediterranean regions: An approach using Landsat images in northeast Spain","2012","Remote Sensing of Environment","124","","","1","14","13","59","10.1016/j.rse.2012.04.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861337030&doi=10.1016%2fj.rse.2012.04.023&partnerID=40&md5=d8873d0a0a95b2198617f9647fd09f35","Article","Final","","Scopus","2-s2.0-84861337030"
"Alaoui A.; Spiess P.; Beyeler M.; Weingartner R.","Alaoui, A. (7004505594); Spiess, P. (55340340600); Beyeler, M. (56650831000); Weingartner, R. (7003431919)","7004505594; 55340340600; 56650831000; 7003431919","Up-scaling surface runoff from plot to catchment scale","2012","Hydrology Research","43","4","","531","546","15","7","10.2166/nh.2012.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865176980&doi=10.2166%2fnh.2012.057&partnerID=40&md5=6bbec80c7f92eac017e4a7ab2e04f82d","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84865176980"
"Hong N.-M.; Tung C.-P.; Chen C.","Hong, Nien-Ming (15848613500); Tung, Ching-Pin (7201776901); Chen, Chu-hui (57149301900)","15848613500; 7201776901; 57149301900","A procedure to estimate cover coefficient and parameters of soil moisture stress function using soil moisture monitoring data","2013","Paddy and Water Environment","11","1-4","","255","264","9","2","10.1007/s10333-012-0315-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871713013&doi=10.1007%2fs10333-012-0315-5&partnerID=40&md5=683b62ebe54329eb1d7ba6546b9584de","Article","Final","","Scopus","2-s2.0-84871713013"
"Chen Y.; Velicogna I.; Famiglietti J.S.; Randerson J.T.","Chen, Yang (55218830300); Velicogna, Isabella (6507206337); Famiglietti, James S. (7003597952); Randerson, James T. (7005110573)","55218830300; 6507206337; 7003597952; 7005110573","Satellite observations of terrestrial water storage provide early warning information about drought and fire season severity in the Amazon","2013","Journal of Geophysical Research: Biogeosciences","118","2","","495","504","9","64","10.1002/jgrg.20046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880101209&doi=10.1002%2fjgrg.20046&partnerID=40&md5=1a302e50a88251a083f4b4c73ede4f77","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84880101209"
"Thackway R.; Lymburner L.; Guerschman J.P.","Thackway, Richard (56017118500); Lymburner, Leo (26659474400); Guerschman, Juan Pablo (7801476659)","56017118500; 26659474400; 7801476659","Dynamic land cover information: Bridging the gap between remote sensing and natural resource management","2013","Ecology and Society","18","1","2","","","","16","10.5751/ES-05229-180102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876755392&doi=10.5751%2fES-05229-180102&partnerID=40&md5=9adaeaace8c2b040f47b6b23704b04c1","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84876755392"
"Anderson S.; Tootle G.; Grissino-Mayer H.","Anderson, Sallyrose (55462555000); Tootle, Glenn (6507405807); Grissino-Mayer, Henri (6602540548)","55462555000; 6507405807; 6602540548","Reconstructions of Soil Moisture for the Upper Colorado River Basin Using Tree-Ring Chronologies","2012","Journal of the American Water Resources Association","48","4","","849","858","9","6","10.1111/j.1752-1688.2012.00651.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864499161&doi=10.1111%2fj.1752-1688.2012.00651.x&partnerID=40&md5=70a05ad76ab61e9b09944d94773eb578","Article","Final","","Scopus","2-s2.0-84864499161"
"Pérez González M.E.; García Rodríguez M.P.","Pérez González, Ma Eugenia (7003922674); García Rodríguez, Ma Pilar (7004372192)","7003922674; 7004372192","Use of remote sensing in soil degradation; [Aplicaciones de la teledetección en degradación de suelos]","2013","Boletin de la Asociacion de Geografos Espanoles","","61","","285","308+425","","9","10.21138/BAGE.1545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875184087&doi=10.21138%2fBAGE.1545&partnerID=40&md5=8e4d11326f43c4f2bd78e62fba4cd325","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84875184087"
"Grant J.P.; Wigneron J.-P.; Drusch M.; Williams M.; Law B.E.; Novello N.; Kerr Y.","Grant, J.P. (12646587200); Wigneron, J.-P. (7005692975); Drusch, M. (6603357562); Williams, M. (35461262000); Law, B.E. (7101676100); Novello, N. (47761430600); Kerr, Y. (26643081200)","12646587200; 7005692975; 6603357562; 35461262000; 7101676100; 47761430600; 26643081200","Investigating temporal variations in vegetation water content derived from SMOS optical depth","2012","International Geoscience and Remote Sensing Symposium (IGARSS)","","","6350590","3331","3334","3","9","10.1109/IGARSS.2012.6350590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873102565&doi=10.1109%2fIGARSS.2012.6350590&partnerID=40&md5=556cee47f5a90c69c682bef5a683e3b9","Conference paper","Final","","Scopus","2-s2.0-84873102565"
"Cui X.; Guo L.; Chen J.; Chen X.; Zhu X.","Cui, Xihong (24435989200); Guo, Li (56693360600); Chen, Jin (55717837500); Chen, Xuehong (35733584200); Zhu, Xiaolin (55696724800)","24435989200; 56693360600; 55717837500; 35733584200; 55696724800","Estimating tree-root biomass in different depths using ground-penetrating radar: Evidence from a controlled experiment","2013","IEEE Transactions on Geoscience and Remote Sensing","51","6","6392930","3410","3423","13","54","10.1109/TGRS.2012.2224351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878149804&doi=10.1109%2fTGRS.2012.2224351&partnerID=40&md5=314a9414a728b8cc38aad3fd82dc5643","Article","Final","","Scopus","2-s2.0-84878149804"
"White B.; Ogilvie J.; Campbell D.M.H.; Hiltz D.; Gauthier B.; Chisholm H.K.; Wen H.K.; Murphy P.N.C.; Arp P.A.","White, Barry (24491057300); Ogilvie, Jae (22935433300); Campbell, David M.H. (57198906543); Hiltz, Douglas (55609004400); Gauthier, Brian (55608616600); Chisholm, H. Kyle (55608354400); Wen, Hua Kim (55609083100); Murphy, Paul N.C. (16307891500); Arp, Paul A. (7004077616)","24491057300; 22935433300; 57198906543; 55609004400; 55608616600; 55608354400; 55609083100; 16307891500; 7004077616","Using the cartographic depth-to-water index to locate small streams and associated wet areas across landscapes","2012","Canadian Water Resources Journal","37","4","","333","347","14","83","10.4296/cwrj2011-909","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874421459&doi=10.4296%2fcwrj2011-909&partnerID=40&md5=1678b7dcff67175c3cf9a0e4ec7932ba","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84874421459"
"Kinsey-Henderson A.E.; Wilkinson S.N.","Kinsey-Henderson, Anne E. (7801323194); Wilkinson, Scott N. (7202333537)","7801323194; 7202333537","Evaluating Shuttle radar and interpolated DEMs for slope gradient and soil erosion estimation in low relief terrain","2013","Environmental Modelling and Software","40","","","128","139","11","24","10.1016/j.envsoft.2012.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871751326&doi=10.1016%2fj.envsoft.2012.08.010&partnerID=40&md5=73ea06f97dabedb3e94cc26206b16430","Article","Final","","Scopus","2-s2.0-84871751326"
"Buma B.","Buma, Brian (43661020400)","43661020400","Evaluating the utility and seasonality of NDVI values for assessing post-disturbance recovery in a subalpine forest","2012","Environmental Monitoring and Assessment","184","6","","3849","3860","11","42","10.1007/s10661-011-2228-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863769954&doi=10.1007%2fs10661-011-2228-y&partnerID=40&md5=d856adcefe1fc48ba4d86a5eb689384f","Article","Final","","Scopus","2-s2.0-84863769954"
"Lu Y.; Xu W.; Su H.; Zhang J.","Lu, Yixin (55344564200); Xu, Wenlai (36496313800); Su, Hao (35243584900); Zhang, Jianqiang (55972770100)","55344564200; 36496313800; 35243584900; 55972770100","Ecological impact assessment on raw material base of forestry-paper integration","2012","Energy Education Science and Technology Part A: Energy Science and Research","30","SUPPL.2","","541","546","5","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882717331&partnerID=40&md5=92af38bea567a425dac529b5baad41b5","Article","Final","","Scopus","2-s2.0-84882717331"
"Mitchell J.J.; Glenn N.F.; Sankey T.T.; Derryberry D.R.; Germino M.J.","Mitchell, Jessica J. (26322727200); Glenn, Nancy F. (7003352529); Sankey, Temuulen T. (14065128700); Derryberry, DeWayne R. (6701751679); Germino, Matthew J. (6602688494)","26322727200; 7003352529; 14065128700; 6701751679; 6602688494","Remote sensing of sagebrush canopy nitrogen","2012","Remote Sensing of Environment","124","","","217","223","6","57","10.1016/j.rse.2012.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861990981&doi=10.1016%2fj.rse.2012.05.002&partnerID=40&md5=5123b5704841a7d841b1aca12ae6c144","Article","Final","","Scopus","2-s2.0-84861990981"
"Zeng Y.; Wei L.","Zeng, Yun (57689274900); Wei, Lin (55355383600)","57689274900; 55355383600","LUCC and its impact on run-off and sediment yields in the Lizixi watershed","2012","Civil Engineering and Urban Planning 2012 - Proceedings of the 2012 International Conference on Civil Engineering and Urban Planning","","","","356","361","5","1","10.1061/9780784412435.064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866076627&doi=10.1061%2f9780784412435.064&partnerID=40&md5=3076f0879ad9f81db73c1a297dadb8ee","Conference paper","Final","","Scopus","2-s2.0-84866076627"
"Fayolle A.; Engelbrecht B.; Freycon V.; Mortier F.; Swaine M.; Réjou-Méchain M.; Doucet J.-L.; Fauvet N.; Cornu G.; Gourlet-Fleury S.","Fayolle, Adeline (25936087200); Engelbrecht, Bettina (6603612604); Freycon, Vincent (56179782300); Mortier, Frédéric (57195912905); Swaine, Michael (7005840067); Réjou-Méchain, Maxime (25825491300); Doucet, Jean-Louis (57191898959); Fauvet, Nicolas (14037334900); Cornu, Guillaume (24821258400); Gourlet-Fleury, Sylvie (6508332597)","25936087200; 6603612604; 56179782300; 57195912905; 7005840067; 25825491300; 57191898959; 14037334900; 24821258400; 6508332597","Geological substrates shape tree species and trait distributions in African moist forests","2012","PLoS ONE","7","8","e42381","","","","88","10.1371/journal.pone.0042381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865061319&doi=10.1371%2fjournal.pone.0042381&partnerID=40&md5=aa9459af45b471a4f2f8961adf35631c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84865061319"
